Id,MSSubClass,LotFrontage,LotArea,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,TotalBsmtSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,GarageArea
1994,60,41,12460,FR2,Gilbert,1Fam,2Story,7,5,1999,Gable,1037,2322,4,8,400
1995,60,77,8390,Inside,Gilbert,1Fam,2Story,7,5,1999,Gable,831,1651,3,7,450
1996,75,84,9660,Inside,NoRidge,1Fam,2.5Unf,8,5,1997,Hip,1173,2199,3,9,516
1997,60,NA,11000,FR2,NoRidge,1Fam,2Story,9,5,2000,Hip,1519,2172,4,8,687
1998,20,136,11675,Inside,NoRidge,1Fam,1Story,8,5,1998,Gable,1982,2006,2,5,938
1999,60,97,10990,CulDSac,NoRidge,1Fam,2Story,7,5,1996,Gable,1064,2125,4,12,576
2000,60,NA,11929,CulDSac,NoRidge,1Fam,2Story,8,7,1995,Gable,1242,2501,4,9,751
2001,60,91,10010,Inside,NoRidge,1Fam,2Story,7,5,1993,Hip,1080,2197,4,9,783
2002,20,74,13253,Inside,Somerst,1Fam,1Story,7,5,2006,Gable,1578,1578,3,7,642
2003,60,73,9801,Inside,Somerst,1Fam,2Story,8,5,2007,Gable,1341,1861,3,7,851
2004,60,80,9428,Inside,Somerst,1Fam,2Story,8,5,2007,Hip,955,1874,3,8,880
2005,20,87,10037,Corner,Somerst,1Fam,1Story,8,5,2006,Hip,1460,1460,3,6,480
2006,20,72,8640,Inside,Somerst,1Fam,1Story,8,5,2007,Gable,1363,1372,3,6,588
2007,20,85,10625,Inside,Somerst,1Fam,1Story,8,5,2007,Gable,1660,1660,3,7,660
2008,20,62,7500,Inside,Somerst,1Fam,1Story,7,5,2007,Gable,1218,1218,2,6,462
2009,60,68,10110,Inside,SawyerW,1Fam,2Story,6,5,2003,Gable,835,1696,3,7,542
2010,60,67,12774,FR2,SawyerW,1Fam,2Story,7,5,2003,Gable,835,1663,3,8,478
2011,20,63,13072,Inside,SawyerW,1Fam,1Story,6,5,2005,Gable,1175,1175,3,6,0
2012,20,81,9260,Corner,SawyerW,1Fam,1Story,7,5,2007,Gable,1162,1162,3,6,483
2013,60,65,8453,Inside,SawyerW,1Fam,2Story,6,5,1995,Gable,754,1609,3,6,525
2014,60,50,8480,Inside,SawyerW,1Fam,2Story,6,5,1993,Gable,886,1680,3,7,474
2015,60,43,14565,CulDSac,SawyerW,1Fam,2Story,7,5,1994,Gable,832,1657,3,6,483
2016,60,65,8450,Inside,SawyerW,1Fam,2Story,6,5,2001,Gable,827,1677,3,7,627
2017,60,75,8285,Corner,SawyerW,1Fam,2Story,7,5,1992,Gable,836,1737,3,7,506
2018,20,70,9100,Inside,Sawyer,1Fam,1Story,5,5,1963,Hip,984,984,3,5,384
2019,20,75,8100,Inside,Sawyer,1Fam,1Story,5,8,1961,Gable,864,864,3,5,420
2020,190,65,8450,Inside,Sawyer,2fmCon,1Story,5,5,1968,Gable,890,890,3,5,308
2021,20,60,6360,Inside,Sawyer,1Fam,1Story,5,5,1963,Hip,864,864,3,5,276
2022,20,95,19508,Inside,Veenker,1Fam,1Story,6,5,1974,Gable,1430,1430,3,6,484
2023,50,70,10759,Corner,Sawyer,1Fam,1.5Fin,5,4,1972,Gable,1001,1641,4,5,490
2024,60,NA,9205,Inside,NoRidge,1Fam,2Story,6,5,1990,Hip,930,2683,4,9,473
2025,60,105,11025,Inside,NoRidge,1Fam,1.5Fin,9,5,1993,Hip,1848,2786,4,10,636
2026,120,37,3435,Corner,Somerst,TwnhsE,1Story,7,5,2004,Gable,1235,1245,1,5,495
2027,160,30,3180,Inside,Somerst,TwnhsE,2Story,6,5,2005,Gable,600,1200,2,5,480
2028,160,30,3180,Inside,Somerst,TwnhsE,2Story,7,5,2007,Gable,689,1392,2,5,540
2029,160,24,2280,Inside,Somerst,Twnhs,2Story,6,5,1999,Gable,744,1549,3,6,440
2030,120,NA,4765,Inside,Somerst,TwnhsE,1Story,9,5,2000,Hip,1614,1638,2,5,495
2031,120,NA,4538,Inside,Somerst,TwnhsE,1Story,9,5,2001,Gable,1310,1310,1,5,545
2032,120,42,4385,Inside,Somerst,TwnhsE,1Story,9,5,2001,Gable,1419,1419,2,5,588
2033,120,35,4109,Inside,Somerst,TwnhsE,1Story,9,5,1999,Gable,1557,1557,2,5,484
2034,160,24,2160,Inside,Somerst,Twnhs,SLvl,7,5,1999,Gable,672,1404,3,5,462
2035,60,79,10646,Corner,Somerst,1Fam,2Story,7,5,2001,Gable,858,1789,3,7,546
2036,160,24,2645,Inside,Somerst,Twnhs,2Story,8,5,1999,Gable,960,1586,3,7,480
2037,160,24,2645,Inside,Somerst,Twnhs,2Story,8,5,1999,Gable,960,1607,3,7,480
2038,160,36,3951,Inside,Somerst,TwnhsE,2Story,10,5,1998,Gable,970,2393,2,7,846
2039,120,22,11064,CulDSac,Veenker,TwnhsE,1Story,8,5,1995,Hip,1230,1239,1,4,477
2040,60,NA,24572,CulDSac,Veenker,1Fam,2Story,9,3,1977,Mansard,994,2944,3,9,864
2041,20,103,16280,Inside,Veenker,1Fam,1Story,8,9,1976,Gable,1426,1671,3,6,550
2042,60,NA,7500,Inside,Somerst,1Fam,2Story,7,5,2002,Gable,952,1812,3,7,469
2043,80,NA,11104,Inside,NWAmes,1Fam,SLvl,6,6,1969,Gable,1427,1427,4,7,516
2044,20,85,11050,Inside,NWAmes,1Fam,1Story,6,5,1968,Gable,1740,1740,4,8,512
2045,20,NA,15387,CulDSac,NWAmes,1Fam,1Story,7,7,1967,Gable,1620,1620,4,8,578
2046,90,75,9750,Inside,NWAmes,Duplex,1Story,5,6,1965,Gable,1625,1625,4,8,484
2047,60,73,8814,Inside,NAmes,1Fam,2Story,5,6,1968,Gable,732,1464,4,7,470
2048,20,65,8125,Inside,NAmes,1Fam,1Story,5,7,1965,Hip,912,925,3,5,576
2049,90,72,11072,Inside,NAmes,Duplex,1Story,5,5,1965,Gable,1728,1728,6,10,576
2050,60,NA,13355,Inside,NWAmes,1Fam,2Story,7,6,1971,Gable,825,1670,4,7,464
2051,20,74,7785,Inside,NAmes,1Fam,1Story,5,5,1956,Gable,0,1014,2,6,267
2052,20,90,9900,Corner,NAmes,1Fam,1Story,5,5,1961,Gable,1114,1114,3,5,451
2053,20,NA,11332,Corner,NAmes,1Fam,1Story,5,7,1960,Gable,1118,1118,3,6,264
2054,70,50,4882,Inside,BrkSide,1Fam,2Story,4,7,1937,Gable,348,906,2,5,231
2055,20,80,9600,Inside,NAmes,1Fam,1Story,5,6,1960,Gable,1296,1496,3,6,450
2056,20,80,9600,Inside,NAmes,1Fam,1Story,5,8,1950,Gable,572,1337,3,7,264
2057,20,63,7584,Inside,NAmes,1Fam,1Story,5,5,1953,Hip,1036,1036,3,5,312
2058,60,90,14670,Inside,NAmes,1Fam,2Story,6,7,1966,Gable,1104,1988,4,9,480
2059,20,74,8856,Inside,NAmes,1Fam,1Story,5,4,1957,Gable,1176,1176,3,6,292
2060,20,82,9840,Inside,NAmes,1Fam,1Story,5,7,1959,Gable,1248,1440,2,7,480
2061,20,90,13200,Inside,NAmes,1Fam,1Story,6,6,1958,Gable,1395,1570,3,5,441
2062,20,75,10425,Inside,NAmes,1Fam,1Story,5,5,1956,Gable,1104,1104,3,5,384
2063,20,60,11556,Inside,NAmes,1Fam,1Story,5,6,1952,Gable,720,882,2,4,240
2064,20,102,9373,Corner,NAmes,1Fam,1Story,5,6,1953,Gable,1152,1152,3,6,636
2065,20,NA,12774,Inside,NAmes,1Fam,1Story,5,5,1953,Hip,984,950,2,5,400
2066,20,95,14250,Inside,NAmes,1Fam,1Story,6,5,1957,Gable,998,1790,3,6,540
2067,20,71,8838,Inside,NAmes,1Fam,1Story,5,3,1957,Gable,0,1764,4,7,301
2068,90,76,12436,Inside,NAmes,Duplex,1Story,5,5,1957,Gable,1824,1824,5,9,484
2069,20,60,10122,Inside,OldTown,1Fam,1Story,4,6,1948,Gable,0,869,1,3,390
2070,50,45,7506,Corner,OldTown,1Fam,1.5Fin,5,8,1925,Gable,747,1159,3,5,288
2071,30,60,5400,Corner,OldTown,1Fam,1Story,4,7,1940,Gambrel,672,672,2,4,308
2072,50,60,10836,Inside,OldTown,1Fam,1.5Fin,5,5,1922,Gable,892,1436,3,7,1488
2073,20,78,10180,Corner,NAmes,1Fam,1Story,5,6,1968,Gable,912,1044,3,5,372
2074,20,76,11355,Corner,NAmes,1Fam,1Story,7,7,1958,Gable,1312,1312,3,6,495
2075,20,NA,12929,Inside,NAmes,1Fam,1Story,6,6,1960,Gable,1081,1081,3,5,401
2076,20,60,7200,Inside,NAmes,1Fam,1Story,5,7,1951,Gable,876,876,2,5,576
2077,20,80,8000,Inside,NAmes,1Fam,1Story,5,6,1959,Gable,1256,1256,3,6,311
2078,20,80,8000,Inside,NAmes,1Fam,1Story,5,5,1962,Gable,1027,1027,3,6,299
2079,50,60,8064,Inside,NAmes,1Fam,1.5Fin,6,6,1948,Gable,768,1320,3,5,576
2080,45,64,6390,Corner,NAmes,1Fam,1.5Unf,6,7,1954,Gable,936,984,2,4,280
2081,50,60,7200,Inside,NAmes,1Fam,1.5Fin,6,5,1954,Gable,854,1278,4,6,240
2082,90,113,8513,Corner,NAmes,Duplex,1Story,5,5,1961,Gable,1800,1800,6,10,0
2083,50,60,7200,Inside,NAmes,1Fam,1.5Fin,5,6,1955,Gable,768,1588,3,6,480
2084,20,60,7200,Inside,NAmes,1Fam,1Story,5,7,1954,Gable,825,825,2,4,350
2085,20,69,7590,Inside,NAmes,1Fam,1Story,5,5,1963,Gable,1117,1117,3,6,264
2086,20,56,9836,Inside,OldTown,1Fam,1Story,6,5,2008,Gable,192,1133,3,7,308
2087,50,57,9184,Inside,OldTown,1Fam,1.5Fin,5,7,1948,Gable,780,1323,3,6,400
2088,70,80,4800,Inside,OldTown,1Fam,2Story,5,5,1910,Gable,680,1360,2,6,330
2089,30,60,4800,Corner,OldTown,1Fam,1Story,5,4,1940,Gable,672,672,2,4,256
2090,75,60,6000,Inside,OldTown,1Fam,2.5Unf,6,7,1915,Gable,728,1456,4,7,308
2091,190,63,11426,Inside,OldTown,2fmCon,1.5Fin,4,6,1910,Gable,828,1594,3,9,0
2092,50,63,7628,Inside,OldTown,1Fam,1.5Fin,4,6,1940,Gable,801,1656,2,8,440
2093,50,81,7308,Corner,OldTown,1Fam,1.5Fin,5,5,1920,Gable,936,1740,2,6,225
2094,30,60,5400,Inside,OldTown,1Fam,1Story,7,6,1920,Gable,931,1027,2,5,0
2095,190,60,10800,Inside,OldTown,2fmCon,1.5Fin,6,6,1940,Gable,884,1436,3,8,828
2096,30,60,6756,Inside,OldTown,1Fam,1Story,5,6,1910,Mansard,481,899,2,5,200
2097,50,44,5914,Inside,OldTown,1Fam,1.5Fin,5,9,1890,Gable,684,1080,3,5,0
2098,50,75,9000,Corner,OldTown,1Fam,1.5Fin,5,6,1946,Gable,904,1499,3,5,869
2099,20,62,7311,Corner,OldTown,1Fam,1Story,2,5,1946,Gable,407,407,1,3,297
2100,20,103,12205,Inside,OldTown,1Fam,1Story,3,1,1949,Gable,448,1588,5,6,0
2101,190,69,9142,Inside,OldTown,2fmCon,2Story,5,5,1900,Gable,797,1627,4,10,420
2102,75,53,5350,Corner,OldTown,1Fam,2Story,7,8,1920,Gable,624,1450,3,7,288
2103,50,69,9143,Corner,OldTown,1Fam,1.5Fin,5,7,1900,Gable,346,1017,2,5,308
2104,190,60,9600,Inside,OldTown,2fmCon,2Story,5,5,1920,Gable,973,2350,4,10,393
2105,70,60,6000,Corner,OldTown,1Fam,2Story,5,9,1905,Gable,572,1540,3,7,0
2106,70,60,11340,Inside,OldTown,1Fam,2Story,2,1,1920,Gable,723,1086,2,5,400
2107,70,60,10800,Inside,OldTown,1Fam,2Story,7,7,1890,Gable,1313,2495,5,10,342
2108,20,65,9750,Inside,OldTown,1Fam,1Story,5,6,1959,Gable,984,984,2,5,308
2109,20,52,8516,Inside,OldTown,1Fam,1Story,4,6,1958,Gable,869,1093,2,5,308
2110,30,55,7111,Inside,BrkSide,1Fam,1Story,5,7,1928,Gable,1008,1143,2,5,288
2111,50,NA,7425,Corner,BrkSide,1Fam,1.5Fin,7,7,1945,Gable,672,1668,3,8,252
2112,50,NA,7010,Inside,BrkSide,1Fam,1.5Fin,5,5,1935,Gable,1024,1738,3,6,240
2113,50,50,5000,Inside,BrkSide,1Fam,1.5Fin,5,7,1941,Gable,672,1210,3,6,240
2114,70,59,5870,Corner,BrkSide,1Fam,2Story,6,9,1900,Gable,554,1290,3,6,200
2115,50,50,6000,Inside,BrkSide,1Fam,1.5Fin,6,7,1940,Gable,981,1672,3,6,240
2116,30,50,6000,Inside,BrkSide,1Fam,1Story,5,7,1924,Gable,949,949,2,5,370
2117,50,50,6000,Inside,BrkSide,1Fam,1.5Fin,6,7,1937,Gable,825,1497,3,5,672
2118,50,50,6000,Inside,BrkSide,1Fam,1.5Fin,6,5,1939,Gable,739,1342,2,7,240
2119,45,50,5000,Inside,BrkSide,1Fam,1.5Unf,6,7,1926,Gable,992,1013,3,6,160
2120,50,60,5520,FR2,BrkSide,1Fam,1.5Fin,5,7,1920,Gable,565,1216,3,6,355
2121,20,99,5940,FR3,BrkSide,1Fam,1Story,4,7,1946,Gable,NA,896,2,4,280
2122,50,52,6240,Inside,BrkSide,1Fam,1.5Fin,4,7,1929,Gable,704,1136,2,6,336
2123,30,NA,6120,Inside,BrkSide,1Fam,1Story,5,6,1945,Gable,0,808,1,6,164
2124,50,52,6240,Inside,BrkSide,1Fam,1.5Fin,7,5,1939,Gable,989,2009,4,7,400
2125,70,51,6120,Inside,OldTown,1Fam,2Story,5,5,1923,Gambrel,1100,1902,4,7,576
2126,50,60,9144,Inside,BrkSide,1Fam,1.5Fin,6,4,1915,Gable,810,1716,4,8,672
2127,60,57,8094,Inside,OldTown,2fmCon,2.5Unf,6,8,1910,Gable,1242,1984,5,8,360
2128,50,63,4347,Inside,OldTown,1Fam,1.5Fin,6,8,1910,Gambrel,796,1609,3,7,228
2129,30,NA,6291,Inside,IDOTRR,1Fam,1Story,6,6,1930,Gable,768,768,1,4,440
2130,70,60,10266,Inside,IDOTRR,1Fam,2Story,6,6,1952,Gable,768,1536,4,7,308
2131,50,60,6876,Inside,IDOTRR,1Fam,1.5Fin,6,6,1938,Gable,1272,1969,4,9,400
2132,50,NA,10320,Inside,IDOTRR,1Fam,1.5Fin,5,6,1915,Gable,880,1308,2,6,400
2133,30,60,7200,Corner,IDOTRR,1Fam,1Story,6,7,1925,Gable,1040,1040,2,5,320
2134,50,62,7006,Inside,IDOTRR,1Fam,1.5Fin,6,6,1925,Gable,768,1236,3,6,384
2135,30,60,10320,Inside,IDOTRR,1Fam,1Story,5,8,1912,Gable,451,759,1,5,576
2136,190,60,10320,Inside,IDOTRR,2fmCon,2Story,3,3,1915,Gable,536,1344,3,8,0
2137,20,82,9488,Inside,Sawyer,1Fam,1Story,5,6,1947,Gable,1046,1054,3,6,240
2138,85,NA,11235,Corner,Sawyer,1Fam,SFoyer,5,6,1963,Gable,981,1075,3,6,440
2139,80,80,13014,Inside,Sawyer,1Fam,SLvl,6,5,1978,Gable,1008,1096,3,6,484
2140,20,68,10265,Inside,Sawyer,1Fam,1Story,5,7,1967,Gable,992,992,3,6,294
2141,85,NA,7703,CulDSac,Sawyer,1Fam,SFoyer,6,8,1978,Gable,450,1034,3,6,504
2142,20,NA,9981,Corner,Sawyer,1Fam,1Story,5,5,1967,Gable,1073,1073,3,6,270
2143,85,NA,7400,CulDSac,Sawyer,1Fam,SFoyer,5,5,1984,Gable,1060,1126,2,5,506
2144,190,60,12900,Inside,Sawyer,2fmCon,1Story,5,4,1920,Gable,1300,1140,3,6,400
2145,20,94,9239,Inside,Sawyer,1Fam,1Story,5,8,1963,Gable,960,960,3,6,300
2146,20,88,14175,Inside,Sawyer,1Fam,1Story,6,8,1956,Gable,988,1188,1,4,621
2147,190,NA,10532,Corner,ClearCr,1Fam,1Story,5,3,1960,Flat,988,1721,3,7,626
2148,50,63,8375,Corner,Sawyer,1Fam,1.5Fin,5,7,1941,Gable,576,1350,2,6,627
2149,80,NA,10200,Inside,Sawyer,1Fam,SLvl,5,8,1970,Hip,864,904,3,5,912
2150,20,82,20270,CulDSac,ClearCr,1Fam,1Story,7,6,1979,Gable,1524,1524,3,7,478
2151,50,50,5190,Inside,Edwards,1Fam,1.5Fin,7,5,1948,Gable,570,1079,2,5,249
2152,30,85,19550,Inside,Edwards,1Fam,1Story,5,7,1940,Flat,1580,1518,2,5,0
2153,20,68,9571,Inside,Edwards,1Fam,1Story,5,6,1956,Hip,1509,1509,3,6,322
2154,90,50,9350,Inside,Edwards,Duplex,SFoyer,5,5,1975,Gable,864,864,2,4,0
2155,60,50,9360,Corner,Edwards,1Fam,2Story,6,8,1962,Gable,621,1269,3,7,280
2156,60,NA,9771,Corner,SawyerW,1Fam,2Story,6,5,1995,Gable,1077,2814,4,9,614
2157,20,80,9938,Inside,SawyerW,1Fam,1Story,7,5,1994,Gable,1602,1626,3,7,534
2158,60,NA,14171,CulDSac,SawyerW,1Fam,2Story,7,5,1993,Gable,812,2200,4,9,453
2159,80,85,10541,Corner,SawyerW,1Fam,SLvl,7,5,1996,Gable,672,2037,3,8,472
2160,60,65,10616,Inside,CollgCr,1Fam,2Story,7,5,2007,Gable,628,1356,3,6,484
2161,20,65,9345,Inside,CollgCr,1Fam,1Story,8,5,2007,Gable,1615,1615,3,7,864
2162,20,91,11778,Inside,CollgCr,1Fam,1Story,9,5,2008,Hip,2271,2276,3,7,1348
2163,20,91,11778,Inside,CollgCr,1Fam,1Story,9,5,2008,Hip,1751,1766,3,8,874
2164,80,NA,11454,Corner,SawyerW,1Fam,SLvl,8,5,1995,Gable,1401,1511,3,6,811
2165,20,NA,11500,CulDSac,ClearCr,1Fam,1Story,6,6,1966,Flat,1182,1643,2,6,438
2166,20,65,9750,Inside,CollgCr,1Fam,1Story,5,7,1994,Gable,990,990,3,5,528
2167,20,NA,8696,Inside,CollgCr,1Fam,1Story,7,5,1997,Gable,1418,1418,3,5,558
2168,60,NA,13142,Corner,CollgCr,1Fam,2Story,6,5,1997,Gable,864,1771,3,6,600
2169,60,68,8998,Inside,CollgCr,1Fam,2Story,7,5,2000,Gable,782,1652,3,6,532
2170,60,75,12192,Inside,CollgCr,1Fam,2Story,7,5,2000,Gable,928,1823,3,6,626
2171,20,NA,12250,Inside,CollgCr,1Fam,1Story,5,6,1978,Gable,864,1174,3,5,528
2172,20,NA,9216,Inside,CollgCr,1Fam,1Story,5,6,1975,Gable,1076,1076,3,5,576
2173,20,40,14330,CulDSac,CollgCr,1Fam,1Story,5,6,1975,Gable,864,1558,2,5,440
2174,60,NA,10400,Inside,CollgCr,1Fam,2Story,7,5,2001,Gable,1257,2161,3,8,570
2175,60,NA,9720,CulDSac,CollgCr,1Fam,2Story,9,5,2001,Gable,1357,1947,3,7,725
2176,20,NA,14860,CulDSac,CollgCr,1Fam,1Story,8,5,2002,Hip,1778,1786,3,6,715
2177,60,41,10905,CulDSac,CollgCr,1Fam,2Story,7,5,2003,Gable,1129,2327,4,9,596
2178,60,96,11690,Inside,CollgCr,1Fam,2Story,8,5,1999,Gable,850,1764,3,7,560
2179,120,NA,4426,Inside,CollgCr,TwnhsE,1Story,6,5,2004,Gable,848,848,1,3,420
2180,90,83,10126,Corner,CollgCr,Duplex,SFoyer,6,5,1997,Gable,1838,1838,2,8,721
2181,20,75,9750,Inside,CollgCr,1Fam,1Story,7,5,2004,Gable,1445,1445,3,6,470
2182,20,85,11058,Corner,CollgCr,1Fam,1Story,7,6,2007,Gable,1564,1564,3,6,814
2183,20,74,9627,Inside,CollgCr,1Fam,1Story,7,5,2007,Gable,1351,1361,3,6,610
2184,20,75,9825,Inside,Edwards,1Fam,1Story,5,5,1966,Hip,1092,1092,3,6,264
2185,85,64,12102,Inside,Edwards,1Fam,SFoyer,5,5,1976,Gable,456,1033,3,6,504
2186,20,65,6500,Inside,Edwards,1Fam,1Story,6,6,1976,Hip,1127,1127,3,6,480
2187,80,NA,9638,CulDSac,Edwards,1Fam,SLvl,6,6,1977,Hip,1029,1117,3,6,542
2188,60,72,7200,Inside,Edwards,1Fam,2Story,6,7,1976,Hip,684,1398,3,6,440
2189,20,123,47007,Inside,Edwards,1Fam,1Story,5,7,1959,Gable,0,3820,5,11,624
2190,90,65,6012,Corner,Edwards,Duplex,1Story,4,5,1955,Gable,0,1152,2,6,0
2191,90,74,6845,Inside,Edwards,Duplex,1Story,4,5,1955,Gable,0,1152,2,6,0
2192,190,56,6931,Inside,Edwards,2fmCon,1Story,4,5,1955,Hip,784,784,2,4,0
2193,50,60,12180,Inside,Edwards,1Fam,1.5Fin,5,7,1938,Gable,585,1053,2,5,0
2194,50,57,8050,Inside,Edwards,1Fam,1.5Fin,5,8,1947,Gable,0,1137,4,8,0
2195,20,68,9520,Inside,Edwards,1Fam,1Story,4,5,1953,Gable,911,930,2,5,286
2196,80,62,7692,Inside,Edwards,1Fam,SLvl,4,6,1954,Gable,416,1204,3,6,312
2197,30,67,5142,Inside,Edwards,1Fam,1.5Fin,4,7,1923,Gable,949,1292,3,6,205
2198,30,60,7290,Corner,SWISU,1Fam,1Story,7,8,1921,Gable,1228,1424,2,7,312
2199,90,64,7804,Inside,SWISU,Duplex,2.5Unf,6,7,1930,Gable,960,1920,4,10,480
2200,70,66,8969,Inside,Crawfor,1Fam,2Story,6,6,1926,Gambrel,644,1316,2,6,369
2201,50,63,15564,Inside,Crawfor,1Fam,1.5Fin,6,6,1914,Gable,676,1264,3,6,400
2202,70,54,7609,Corner,Crawfor,1Fam,2Story,8,9,1925,Gable,798,1512,3,7,180
2203,70,NA,9650,Corner,Crawfor,1Fam,2Story,6,3,1923,Hip,784,1603,4,7,599
2204,50,NA,11700,Inside,Crawfor,1Fam,1.5Fin,5,6,1937,Gable,942,1938,4,7,240
2205,50,NA,9260,Inside,Crawfor,1Fam,1.5Fin,5,4,1938,Gable,884,1374,3,6,225
2206,20,79,7801,Corner,Crawfor,1Fam,1Story,6,5,1951,Hip,1091,1091,2,5,344
2207,70,100,9670,Inside,Crawfor,1Fam,2Story,8,6,1935,Gable,608,1873,4,9,786
2208,50,70,12392,Inside,Crawfor,1Fam,1.5Fin,7,9,1950,Gable,832,2161,3,8,506
2209,20,56,26073,CulDSac,Crawfor,1Fam,1Story,5,5,1956,Gable,1898,1898,3,7,484
2210,160,24,1879,CulDSac,Blueste,Twnhs,2Story,6,6,1980,Gable,516,1032,2,5,462
2211,30,50,7000,Inside,IDOTRR,1Fam,1Story,6,8,1926,Gable,894,919,2,5,195
2212,50,60,6000,Inside,IDOTRR,1Fam,1.5Fin,6,8,1940,Gable,720,1090,3,5,240
2213,50,58,8155,Inside,IDOTRR,1Fam,1.5Fin,5,7,1930,Gable,780,1200,4,7,0
2214,80,75,6000,Inside,IDOTRR,1Fam,SLvl,5,5,1967,Hip,624,1656,3,7,288
2215,30,60,7392,Inside,IDOTRR,1Fam,1Story,5,7,1930,Gable,520,912,2,5,360
2216,50,75,9000,Inside,IDOTRR,1Fam,1.5Fin,5,5,1958,Gable,1151,1955,4,7,356
2217,20,80,14584,Inside,IDOTRR,1Fam,1Story,1,5,1952,Gable,0,733,2,4,487
2218,70,60,5280,Corner,IDOTRR,1Fam,2Story,4,7,1895,Gable,173,1361,2,6,185
2219,50,52,5150,Corner,IDOTRR,1Fam,1.5Fin,4,7,1910,Gable,356,1049,2,5,195
2220,70,60,9000,Inside,IDOTRR,1Fam,2Story,4,6,1920,Gable,592,864,3,5,216
2221,120,44,3843,Inside,Crawfor,TwnhsE,1Story,8,5,2007,Hip,1596,1648,2,5,525
2222,120,44,3811,Inside,Crawfor,TwnhsE,1Story,7,5,2004,Hip,1594,1646,2,5,482
2223,20,NA,23730,Inside,Mitchel,1Fam,1Story,7,5,1996,Gable,1840,2032,3,7,786
2224,60,NA,11050,Inside,Mitchel,1Fam,2Story,7,5,1996,Gable,910,1820,3,8,816
2225,90,76,10260,Inside,Mitchel,Duplex,2Story,5,4,1976,Gable,0,1872,4,8,484
2226,20,74,9990,Inside,Mitchel,1Fam,1Story,4,5,1991,Gable,1680,1689,3,6,432
2227,120,42,4084,Inside,Timber,TwnhsE,1Story,7,6,1986,Gable,1277,1501,2,6,512
2228,20,74,11563,Inside,Timber,1Fam,1Story,8,5,2006,Hip,1518,1537,3,8,788
2229,60,107,12852,Corner,Timber,1Fam,2Story,8,5,2007,Gable,920,1780,3,6,612
2230,80,73,9802,Inside,Timber,1Fam,SLvl,5,5,2006,Gable,352,1442,3,6,400
2231,60,81,12018,Corner,Timber,1Fam,2Story,7,5,2008,Gable,796,1612,3,6,666
2232,20,75,12890,Inside,Timber,1Fam,1Story,6,5,1989,Gable,1495,1495,3,8,438
2233,20,93,18265,Corner,Timber,1Fam,1Story,6,5,1986,Gable,1256,1256,3,6,578
2234,20,82,11202,Inside,Timber,1Fam,1Story,8,5,2003,Hip,1432,1440,3,7,467
2235,20,NA,7915,Inside,Timber,1Fam,1Story,6,5,1999,Hip,1666,1675,3,6,435
2236,20,79,11449,Inside,Timber,1Fam,1Story,8,5,2007,Gable,1884,1728,3,7,520
2237,20,85,11447,Inside,Timber,1Fam,1Story,8,5,2005,Gable,1964,1964,3,7,892
2238,90,97,8940,Corner,Mitchel,Duplex,SFoyer,7,5,1997,Gable,1344,1344,2,8,784
2239,20,77,9278,FR2,Mitchel,1Fam,1Story,5,5,2007,Gable,1092,1092,2,5,0
2240,120,32,4500,FR2,Mitchel,TwnhsE,1Story,6,5,1997,Hip,1189,1189,2,4,392
2241,85,150,14137,Corner,Mitchel,1Fam,SFoyer,4,5,1964,Gable,1200,1200,3,6,850
2242,120,NA,4224,Inside,MeadowV,TwnhsE,1Story,5,6,1975,Gable,1040,1040,3,6,499
2243,160,41,2665,Inside,MeadowV,TwnhsE,2Story,5,7,1976,Gable,550,1475,4,6,336
2244,180,21,1974,Inside,MeadowV,Twnhs,SFoyer,4,7,1973,Gable,526,988,2,5,297
2245,180,21,1596,Inside,MeadowV,Twnhs,SLvl,4,6,1973,Gable,462,988,1,4,297
2246,20,NA,17979,Corner,Mitchel,1Fam,1Story,5,6,1968,Gable,1113,1160,3,6,257
2247,160,21,1477,Inside,MeadowV,Twnhs,2Story,6,9,1970,Gable,546,1092,3,6,0
2248,20,59,6490,Inside,Mitchel,1Fam,1Story,5,7,1983,Gable,816,816,2,4,264
2249,20,60,6600,Inside,Mitchel,1Fam,1Story,5,6,1982,Gable,845,845,3,6,264
2250,20,74,12395,Corner,Mitchel,1Fam,1Story,5,6,1984,Gable,864,889,3,6,484
2251,70,NA,56600,Inside,IDOTRR,1Fam,2.5Unf,5,1,1900,Hip,686,1836,4,7,288
2252,20,85,10667,Inside,NAmes,1Fam,1Story,6,6,1971,Gable,1587,1587,3,7,525
2253,80,56,8872,Inside,Gilbert,1Fam,SLvl,6,5,1997,Gable,384,1384,3,7,390
2254,80,NA,10147,CulDSac,Gilbert,1Fam,SLvl,6,5,1994,Gable,392,1694,3,7,398
2255,60,NA,8637,Inside,Gilbert,1Fam,2Story,6,5,1999,Gable,923,1714,3,7,451
2256,60,63,7875,Inside,Gilbert,1Fam,2Story,7,5,1996,Gable,691,1553,3,6,420
2257,60,60,7500,Inside,Gilbert,1Fam,2Story,6,5,1999,Gable,938,2299,5,7,482
2258,20,NA,9556,Corner,Gilbert,1Fam,1Story,7,5,1992,Gable,1168,1187,3,6,420
2259,60,NA,7655,CulDSac,Gilbert,1Fam,2Story,6,5,1993,Gable,903,1642,3,7,392
